iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","15,699,345.68","0.12","15,699,345.68","28,564.00","549.62","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","15,553,779.72","0.12","15,553,779.72","230,324.00","67.53","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","15,451,990.84","0.12","15,451,990.84","59,852.00","258.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","15,445,156.60","0.12","15,445,156.60","385,166.00","40.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","15,408,779.60","0.12","15,408,779.60","61,370.00","251.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","15,204,939.32","0.12","15,204,939.32","62,737.00","242.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","14,928,723.85","0.11","14,928,723.85","58,213.00","256.45","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","14,653,787.36","0.11","14,653,787.36","44,728.00","327.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","14,582,037.80","0.11","14,582,037.80","23,546.00","619.30","United States","NASDAQ","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","14,578,353.67","0.11","14,578,353.67","141,359.00","103.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","14,539,551.82","0.11","14,539,551.82","154,709.00","93.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","14,492,301.87","0.11","14,492,301.87","372,457.00","38.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PXD","PIONEER NATURAL RESOURCE","Energy","Equity","14,317,189.27","0.11","14,317,189.27","62,941.00","227.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","14,240,047.04","0.11","14,240,047.04","138,092.00","103.12","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","14,118,458.53","0.11","14,118,458.53","148,819.00","94.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","14,051,265.44","0.11","14,051,265.44","163,216.00","86.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","14,012,674.56","0.11","14,012,674.56","102,672.00","136.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","13,905,755.20","0.11","13,905,755.20","30,073.00","462.40","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","13,457,593.41","0.10","13,457,593.41","4,769.00","2,821.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","13,399,875.72","0.10","13,399,875.72","192,444.00","69.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","13,365,275.83","0.10","13,365,275.83","67,051.00","199.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","13,337,863.92","0.10","13,337,863.92","57,308.00","232.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","13,278,668.66","0.10","13,278,668.66","61,813.00","214.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","13,257,938.72","0.10","13,257,938.72","360,368.00","36.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","13,171,365.42","0.10","13,171,365.42","67,542.00","195.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","13,081,058.24","0.10","13,081,058.24","91,043.00","143.68","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","12,926,817.68","0.10","12,926,817.68","1,064,812.00","12.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","12,800,497.68","0.10","12,800,497.68","145,576.00","87.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","12,801,259.56","0.10","12,801,259.56","33,788.00","378.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","12,736,832.82","0.10","12,736,832.82","224,319.00","56.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","12,701,278.24","0.10","12,701,278.24","117,257.00","108.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","12,695,235.84","0.10","12,695,235.84","104,954.00","120.96","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","12,689,781.75","0.10","12,689,781.75","92,055.00","137.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","12,402,657.15","0.10","12,402,657.15","84,435.00","146.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","12,377,755.26","0.10","12,377,755.26","20,871.00","593.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","12,357,184.98","0.10","12,357,184.98","67,382.00","183.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","12,299,849.67","0.09","12,299,849.67","145,923.00","84.29","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","12,291,123.18","0.09","12,291,123.18","159,999.00","76.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","12,235,397.53","0.09","12,235,397.53","225,787.00","54.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","12,147,134.34","0.09","12,147,134.34","88,061.00","137.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","12,129,797.52","0.09","12,129,797.52","170,028.00","71.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","12,000,644.80","0.09","12,000,644.80","18,344.00","654.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","11,940,353.04","0.09","11,940,353.04","42,559.00","280.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","11,836,219.56","0.09","11,836,219.56","178,149.00","66.44","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","11,833,442.02","0.09","11,833,442.02","81,898.00","144.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","11,788,431.82","0.09","11,788,431.82","22,363.00","527.14","United States","NASDAQ","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","11,616,044.67","0.09","11,616,044.67","208,809.00","55.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","11,609,209.98","0.09","11,609,209.98","11,937.00","972.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","11,558,981.23","0.09","11,558,981.23","231,041.00","50.03","United States","NASDAQ","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","11,463,676.80","0.09","11,463,676.80","329,416.00","34.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","11,328,363.40","0.09","11,328,363.40","171,772.00","65.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","11,314,473.59","0.09","11,314,473.59","87,229.00","129.71","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","11,228,351.40","0.09","11,228,351.40","137,805.00","81.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","11,186,733.15","0.09","11,186,733.15","202,109.00","55.35","United States","NASDAQ","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","11,125,272.15","0.09","11,125,272.15","70,695.00","157.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","11,104,631.28","0.09","11,104,631.28","90,828.00","122.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","10,993,732.08","0.08","10,993,732.08","139,816.00","78.63","United States","NASDAQ","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","10,988,452.64","0.08","10,988,452.64","75,284.00","145.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","10,894,449.33","0.08","10,894,449.33","26,657.00","408.69","United States","NASDAQ","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","10,887,634.32","0.08","10,887,634.32","43,448.00","250.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","10,888,224.75","0.08","10,888,224.75","154,115.00","70.65","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","10,880,079.39","0.08","10,880,079.39","144,279.00","75.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","10,867,823.73","0.08","10,867,823.73","27,817.00","390.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","10,771,586.57","0.08","10,771,586.57","157,733.00","68.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","10,751,546.15","0.08","10,751,546.15","138,035.00","77.89","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","10,703,471.37","0.08","10,703,471.37","311,057.00","34.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","10,633,797.00","0.08","10,633,797.00","51,371.00","207.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","10,629,632.16","0.08","10,629,632.16","186,354.00","57.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","10,581,813.00","0.08","10,581,813.00","86,900.00","121.77","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","10,514,413.80","0.08","10,514,413.80","64,980.00","161.81","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FERG","FERGUSON PLC","Industrials","Equity","10,502,131.60","0.08","10,502,131.60","54,710.00","191.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","10,472,052.35","0.08","10,472,052.35","78,755.00","132.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","10,398,615.75","0.08","10,398,615.75","49,341.00","210.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","10,382,954.40","0.08","10,382,954.40","62,010.00","167.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","10,370,457.72","0.08","10,370,457.72","227,223.00","45.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","10,332,040.32","0.08","10,332,040.32","43,968.00","234.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP","Consumer Discretionary","Equity","10,236,428.66","0.08","10,236,428.66","66,466.00","154.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","10,220,388.53","0.08","10,220,388.53","112,349.00","90.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","10,204,982.86","0.08","10,204,982.86","191,033.00","53.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","10,195,614.00","0.08","10,195,614.00","192,225.00","53.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","10,147,226.40","0.08","10,147,226.40","156,593.00","64.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","10,066,174.51","0.08","10,066,174.51","97,531.00","103.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SQ","BLOCK INC CLASS A","Financials","Equity","10,036,804.68","0.08","10,036,804.68","147,861.00","67.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","9,989,709.18","0.08","9,989,709.18","74,378.00","134.31","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","9,975,676.48","0.08","9,975,676.48","73,007.00","136.64","United States","NASDAQ","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","9,971,918.55","0.08","9,971,918.55","183,139.00","54.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","9,903,424.81","0.08","9,903,424.81","158,989.00","62.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","9,812,423.75","0.08","9,812,423.75","76,213.00","128.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","9,750,189.72","0.07","9,750,189.72","468,084.00","20.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","9,698,059.71","0.07","9,698,059.71","20,639.00","469.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","9,678,245.46","0.07","9,678,245.46","55,731.00","173.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","9,618,819.60","0.07","9,618,819.60","38,820.00","247.78","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","9,611,920.50","0.07","9,611,920.50","70,417.00","136.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","9,494,112.60","0.07","9,494,112.60","38,955.00","243.72","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","9,354,192.75","0.07","9,354,192.75","38,235.00","244.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","9,240,837.00","0.07","9,240,837.00","269,020.00","34.35","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","9,215,335.78","0.07","9,215,335.78","110,047.00","83.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","9,196,877.25","0.07","9,196,877.25","552,365.00","16.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","9,195,627.00","0.07","9,195,627.00","109,550.00","83.94","United States","NASDAQ","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","9,138,206.04","0.07","9,138,206.04","42,036.00","217.39","United States","NASDAQ","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","9,081,820.50","0.07","9,081,820.50","82,939.00","109.50","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","9,042,088.32","0.07","9,042,088.32","533,142.00","16.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","8,926,519.86","0.07","8,926,519.86","149,223.00","59.82","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","8,862,653.76","0.07","8,862,653.76","63,264.00","140.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","8,789,315.22","0.07","8,789,315.22","516,411.00","17.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","8,722,642.50","0.07","8,722,642.50","89,463.00","97.50","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","8,720,178.78","0.07","8,720,178.78","27,318.00","319.21","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","8,611,269.33","0.07","8,611,269.33","16,563.00","519.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
